strategy,problem,dim,best_fitness,runtime_ms
7,1,30,2474.19,309.736
7,1,30,2302.69,310.726
7,1,30,2342.27,310.423
7,1,30,2429.42,309.816
7,1,30,2356.87,309.537
7,1,30,2381.95,309.682
7,1,30,2309.54,309.775
7,1,30,2262.69,308.774
7,1,30,2361.06,310.438
7,1,30,2439.13,342.978
7,1,30,2393.34,308.655
7,1,30,2345.1,310.128
7,1,30,2339.72,309.96
7,1,30,2362.25,313.888
7,1,30,2492.32,323.135
7,1,30,2317.72,309.095
7,1,30,2192.04,308.929
7,1,30,2222.04,311.181
7,1,30,2084.72,309.988
7,1,30,2395.03,329.829
7,1,30,2259.1,308.118
7,1,30,2344.56,310.399
7,1,30,2418.08,309.841
7,1,30,2321.94,309.004
7,1,30,2551.49,311.039
7,1,30,2371.32,308.339
7,1,30,2321.96,308.895
8,1,30,3570.52,311.037
8,1,30,3191.35,308.711
8,1,30,3213.62,329.592
8,1,30,3430.7,311.186
8,1,30,3414.83,310.47
8,1,30,2895.64,309.303
8,1,30,3106.52,308.786
8,1,30,2977.93,309.721
8,1,30,3213.1,308.628
8,1,30,3167.01,309.441
8,1,30,3224.64,308.801
8,1,30,3332.04,311.88
8,1,30,3106.4,308.99
8,1,30,3077.83,310.546
8,1,30,2978.27,309.891
8,1,30,3217.24,311.761
8,1,30,3098.41,310.796
8,1,30,3142.06,319.634
8,1,30,3773.46,320.897
8,1,30,3182.84,348.614
8,1,30,3207.77,310.528
8,1,30,2983.59,309.36
8,1,30,3098.36,309.835
8,1,30,3813.42,313.353
8,1,30,3105.46,309.738
8,1,30,3156.51,315.883
8,1,30,3197.29,310.108
8,1,30,3269.92,325.068
8,1,30,3131.5,310.168
8,1,30,2906.5,315.516
9,1,30,2297.82,310.616
9,1,30,2868.84,309.123
9,1,30,2655.46,309.188
9,1,30,2648.54,329.11
9,1,30,2754.08,310.113
9,1,30,2868.84,310.322
9,1,30,2770.21,309.898
9,1,30,2754.08,309.434
9,1,30,2409.82,310.477
9,1,30,2754.08,308.916
9,1,30,2896.71,312.202
9,1,30,2901.01,314.121
9,1,30,2869.44,309.177
9,1,30,2671.59,314.857
9,1,30,2655.46,313.935
9,1,30,2579.67,309.512
9,1,30,2415.82,310.93
9,1,30,2879.59,313.609
9,1,30,2770.22,331.592
9,1,30,2868.84,312.167
9,1,30,2639.33,309.078
9,1,30,2754.08,310.902
9,1,30,2639.34,310.394
9,1,30,2754.08,308.141
9,1,30,2770.22,312.562
9,1,30,2884.97,307.681
9,1,30,2754.08,309.599
9,1,30,2754.08,334.01
9,1,30,2770.22,307.499
9,1,30,2649.28,308.823
10,1,30,3087.23,315.58
10,1,30,3063.79,315.901
10,1,30,3184.68,315.811
10,1,30,3103.65,336.142
10,1,30,3163.68,326.119
10,1,30,3167.12,314.097
10,1,30,3062.5,313.275
10,1,30,3201.55,314.719
10,1,30,3061.61,314.458
10,1,30,2990.02,316.847
10,1,30,3077.13,314.459
10,1,30,3262.55,313.728
10,1,30,3243.46,316.36
10,1,30,3308.91,316.854
10,1,30,3039.61,313.322
10,1,30,3147.86,314.393
10,1,30,3085.9,314.067
10,1,30,2954.57,316.715
10,1,30,2963.75,313.312
10,1,30,3268.79,336.101
10,1,30,3304.09,315.389
10,1,30,3342.39,313.827
10,1,30,2995.24,314.61
10,1,30,3177.72,315.223
10,1,30,3132.18,313.088
10,1,30,3165.81,317.164
10,1,30,3032.68,316.663
10,1,30,3139.01,313.79
10,1,30,3276.17,314.612
10,1,30,3002.56,314.36
1,2,30,1.24114e-006,49.5311
1,2,30,1.05442e-006,47.663
1,2,30,8.819e-007,53.7791
1,2,30,1.03451e-006,47.2066
1,2,30,1.04961e-006,50.0953
1,2,30,1.16761e-006,48.9784
1,2,30,1.51008e-006,49.1362
1,2,30,8.14061e-007,49.8104
1,2,30,1.28962e-006,48.6705
1,2,30,1.41916e-006,51.2074
1,2,30,1.48273e-006,46.9948
1,2,30,1.47872e-006,49.5524
1,2,30,1.44131e-006,48.7506
1,2,30,1.22847e-006,49.6183
1,2,30,1.33798e-006,86.1782
1,2,30,7.34374e-007,58.7744
1,2,30,1.1421e-006,53.9737
1,2,30,1.46479e-006,87.905
1,2,30,1.64767e-006,54.768
1,2,30,1.37901e-006,52.6903
1,2,30,1.14506e-006,49.9231
1,2,30,1.3645e-006,56.8629
1,2,30,1.22691e-006,59.3743
1,2,30,1.26227e-006,63.6172
1,2,30,2.11048e-006,53.1319
1,2,30,1.41313e-006,53.9991
1,2,30,1.2832e-006,51.843
1,2,30,1.06456e-006,50.1125
1,2,30,1.85132e-006,51.0968
1,2,30,1.15187e-006,48.5633
2,2,30,0.000193605,52.1443
2,2,30,0.000207272,49.2521
2,2,30,0.000155335,55.9201
2,2,30,0.000191831,49.5338
2,2,30,0.000146118,53.1475
2,2,30,0.000231666,48.9199
2,2,30,0.000170508,50.9773
2,2,30,0.000181596,50.7031
2,2,30,0.000145546,52.5058
2,2,30,0.000163666,49.4014
2,2,30,0.000187012,53.0237
2,2,30,0.000133045,50.7472
2,2,30,0.000139825,52.7476
2,2,30,0.000186426,51.5121
2,2,30,0.000119508,53.3886
2,2,30,0.000173631,48.5986
2,2,30,0.000189903,51.2921
2,2,30,0.000194521,53.7492
2,2,30,0.000168928,49.9012
2,2,30,0.00021755,50.9038
2,2,30,0.000268469,53.5255
2,2,30,0.000163307,53.0541
2,2,30,0.000139264,51.5737
2,2,30,0.000152678,48.9435
2,2,30,0.00016398,50.2991
2,2,30,0.000170117,51.4772
2,2,30,0.000201662,51.4602
2,2,30,0.000146101,48.3552
2,2,30,0.000143847,48.8248
2,2,30,0.000196084,53.8571
3,2,30,5.49366e-007,51.2041
3,2,30,7.46315e-007,57.5016
3,2,30,5.15322e-007,56.0583
3,2,30,6.91778e-007,59.4723
3,2,30,9.22514e-007,56.0632
3,2,30,6.31768e-007,55.6629
3,2,30,6.70422e-007,50.2642
3,2,30,9.07313e-007,52.4164
3,2,30,7.72526e-007,50.9827
3,2,30,5.27204e-007,52.2368
3,2,30,4.50142e-007,50.2686
3,2,30,8.17385e-007,121.371
3,2,30,7.04896e-007,62.8114
3,2,30,4.58646e-007,52.8139
3,2,30,5.59789e-007,51.6123
3,2,30,4.92747e-007,59.0291
3,2,30,6.88228e-007,55.0888
3,2,30,4.60739e-007,55.0317
3,2,30,6.90356e-007,49.491
3,2,30,5.40938e-007,56.1596
3,2,30,7.4666e-007,57.1378
3,2,30,5.48783e-007,66.1279
3,2,30,6.75983e-007,52.2349
3,2,30,6.64954e-007,53.7136
3,2,30,6.95506e-007,52.6451
3,2,30,6.41699e-007,60.8638
3,2,30,5.1774e-007,57.3508
3,2,30,5.2884e-007,55.7138
3,2,30,8.02066e-007,52.4341
3,2,30,7.74924e-007,51.4701
4,2,30,0.0188121,53.3945
4,2,30,0.02597,54.6872
4,2,30,0.0305186,54.7551
4,2,30,0.0229706,54.6935
4,2,30,0.0310513,54.7997
4,2,30,0.0207421,53.3529
4,2,30,0.0314853,60.3618
4,2,30,0.0224637,58.4762
4,2,30,0.0249775,58.235
4,2,30,0.029784,52.453
4,2,30,0.0166163,53.4304
4,2,30,0.0276507,53.6357
4,2,30,0.0227448,50.1663
4,2,30,0.0200638,50.9804
4,2,30,0.0332977,51.8352
4,2,30,0.0257172,51.7313
4,2,30,0.0220802,50.0098
4,2,30,0.0223451,53.0189
4,2,30,0.023869,56.2202
4,2,30,0.026362,50.4119
4,2,30,0.0274352,57.4712
4,2,30,0.0300332,51.6798
4,2,30,0.0252577,53.1548
4,2,30,0.0256403,49.7678
4,2,30,0.0240254,60.2455
4,2,30,0.0227586,51.2511
4,2,30,0.026999,51.3692
4,2,30,0.0376535,51.8985
4,2,30,0.0339734,51.9974
4,2,30,0.0260337,51.2285
5,2,30,0.0983617,55.388
5,2,30,0.121263,55.2223
5,2,30,0.125385,54.1777
5,2,30,0.124765,53.0959
5,2,30,0.115607,56.6844
5,2,30,0.151758,57.194
5,2,30,0.131155,53.7818
5,2,30,0.0956468,53.724
5,2,30,0.102562,56.7288
5,2,30,0.143981,54.5714
5,2,30,0.132496,57.2006
5,2,30,0.101321,55.1171
5,2,30,0.12949,54.9122
5,2,30,0.102799,53.2304
5,2,30,0.11972,56.1917
5,2,30,0.110172,57.8273
5,2,30,0.0938242,55.1381
5,2,30,0.122548,52.5806
5,2,30,0.154822,56.5098
5,2,30,0.156246,56.3354
5,2,30,0.111909,55.6298
5,2,30,0.124826,54.6646
5,2,30,0.123557,55.8553
5,2,30,0.158945,53.7094
5,2,30,0.1309,57.1101
5,2,30,0.110611,53.9257
5,2,30,0.176824,56.4452
5,2,30,0.1328,54.4429
5,2,30,0.109734,53.571
5,2,30,0.131525,55.2747
6,2,30,18.3098,99.5131
6,2,30,11.2682,101.004
6,2,30,16.0454,99.3447
6,2,30,20.8443,98.3061
6,2,30,11.2235,99.5118
6,2,30,17.86,100.171
6,2,30,13.3917,99.3861
6,2,30,23.1008,99.2998
6,2,30,15.8534,100.876
6,2,30,17.9232,138.145
6,2,30,13.177,101.993
6,2,30,24.9249,99.583
6,2,30,17.6292,110.23
6,2,30,18.5263,107.949
6,2,30,19.9492,106.477
6,2,30,24.1464,103.035
6,2,30,20.5158,100.093
6,2,30,12.5246,105.659
6,2,30,17.9801,99.4926
6,2,30,23.7235,99.5816
6,2,30,17.4834,106.846
6,2,30,9.36714,101.429
6,2,30,16.5258,100.197
6,2,30,6.73973,101.297
6,2,30,27.4888,106.538
6,2,30,15.3111,99.5617
6,2,30,15.9705,102.93
6,2,30,16.1497,100.692
6,2,30,17.8023,101.177
6,2,30,22.0089,102.153
7,2,30,8292.89,102.736
7,2,30,6846.41,101.271
7,2,30,6390.85,105.709
7,2,30,6082.59,102.768
7,2,30,7582.93,100.275
7,2,30,6042.13,104.787
7,2,30,6137.43,101.214
7,2,30,7037.04,100.997
7,2,30,5665.01,100.775
7,2,30,8200.79,100.86
7,2,30,7743.17,100.962
7,2,30,7972.8,101.375
7,2,30,5745.94,100.975
7,2,30,7445.35,101.796
7,2,30,7009.83,100.274
7,2,30,6910.52,103.079
7,2,30,6817.2,100.97
7,2,30,7687.43,103.385
7,2,30,6856,100.435
7,2,30,6209.36,102.187
7,2,30,7670.83,103.343
7,2,30,5903.88,100.343
7,2,30,7561.7,101.097
7,2,30,7315.93,101.884
7,2,30,6035.49,102.211
7,2,30,7111.92,101.153
7,2,30,8358.97,119.579
7,2,30,5520.32,103.2
7,2,30,7385.96,102.811
7,2,30,6670.88,101.934
8,2,30,4.18132,101.161
8,2,30,4.98974,102.942
8,2,30,3.75675,102.121
8,2,30,4.27578,105.448
8,2,30,3.2947,144.875
8,2,30,5.81035,101.301
8,2,30,4.10851,101.502
8,2,30,6.92923,103.04
8,2,30,2.03353,103.889
8,2,30,4.97439,105.589
8,2,30,1.75847,102.117
8,2,30,6.37481,103.211
8,2,30,4.37829,101.676
8,2,30,2.69126,101.333
8,2,30,7.71274,102.329
8,2,30,5.23387,101.444
8,2,30,3.49531,102.189
8,2,30,3.72266,103.627
8,2,30,5.70862,101.951
8,2,30,3.46802,101.858
8,2,30,4.66911,104.956
8,2,30,3.69524,102.007
8,2,30,5.81671,102.178
8,2,30,2.82024,103.407
8,2,30,5.1073,102.202
8,2,30,6.09577,104.029
8,2,30,5.32282,101.382
8,2,30,4.03796,101.181
8,2,30,4.66461,101.857
8,2,30,3.91087,101.217
9,2,30,31309.8,105.738
9,2,30,29379,104.987
9,2,30,36634.1,105.521
9,2,30,32962,106.021
9,2,30,34543.8,106.265
9,2,30,31184.1,104.635
9,2,30,27322.5,122.987
9,2,30,36167.5,106.011
9,2,30,25488.5,109.809
9,2,30,31193.6,121.155
9,2,30,33604,105.426
9,2,30,30447.7,105.771
9,2,30,32169.1,105.729
9,2,30,33656.9,105.114
9,2,30,28997.4,106.982
9,2,30,34466.6,106.132
9,2,30,36127.8,104.585
9,2,30,29780.2,105.958
9,2,30,34026.5,106.177
9,2,30,29910.7,104.942
9,2,30,36204.2,106.882
9,2,30,35281.5,105.421
9,2,30,30598.1,105.416
9,2,30,35542.7,104.469
9,2,30,29136.4,105.183
9,2,30,33209,108.417
9,2,30,32655.5,105.498
9,2,30,29482.5,119.704
9,2,30,29651.9,107.375
9,2,30,34162.3,105.085
10,2,30,42379.5,107.449
10,2,30,42586.9,113.633
10,2,30,42237.2,110.254
10,2,30,37658.2,109.195
10,2,30,39573.8,109.452
10,2,30,41200.7,108.621
10,2,30,39372.8,110.933
10,2,30,41623,108.5
10,2,30,43011.2,110.064
10,2,30,36873.8,110.922
10,2,30,38204.4,109.248
10,2,30,39883.2,110.981
10,2,30,45643.8,145.656
10,2,30,41745.8,110.44
10,2,30,41124.3,108.956
10,2,30,35644.3,110.426
10,2,30,36524.3,110.883
10,2,30,35021.7,110.605
10,2,30,34622.8,111.642
10,2,30,32757.2,110.907
10,2,30,45967.4,131.428
10,2,30,23767.2,107.787
10,2,30,43098.2,107.852
10,2,30,41451,110.591
10,2,30,40244.2,110.542
10,2,30,41746.5,110.27
10,2,30,41799.2,109.792
10,2,30,41289.9,109.952
10,2,30,42545,109.062
10,2,30,36660.1,109.117
1,3,30,25.1988,52.3674
1,3,30,26.1746,48.9549
1,3,30,23.1576,51.3892
1,3,30,25.3685,49.1182
1,3,30,24.6644,50.6954
1,3,30,24.8005,47.5582
1,3,30,25.5575,53.6006
1,3,30,26.9449,48.7982
1,3,30,24.6033,54.0583
1,3,30,25.2543,53.1134
1,3,30,25.6834,51.1691
1,3,30,24.1397,53.2987
1,3,30,24.3804,48.9551
1,3,30,29.774,51.6503
1,3,30,26.4778,49.2006
1,3,30,27.1351,52.0281
1,3,30,24.2389,50.0769
1,3,30,23.7669,52.6746
1,3,30,25.0783,50.4815
1,3,30,25.0166,55.0651
1,3,30,26.0716,50.0543
1,3,30,25.9609,50.6733
1,3,30,25.3683,49.2756
1,3,30,24.2504,52.9356
1,3,30,25.1099,51.1135
1,3,30,24.2739,52.4601
1,3,30,26.4057,49.4616
1,3,30,25.1553,53.8876
1,3,30,26.5226,50.0984
1,3,30,26.521,53.4791
2,3,30,68.2352,49.9241
2,3,30,71.538,51.596
2,3,30,93.6758,50.5763
2,3,30,53.567,51.8828
2,3,30,74.0591,50.4925
2,3,30,89.6451,56.0448
2,3,30,43.5075,51.1701
2,3,30,52.409,52.3828
2,3,30,66.8758,50.1549
2,3,30,42.2749,51.5738
2,3,30,50.8281,51.3255
2,3,30,84.1838,54.0891
2,3,30,52.8256,49.9909
2,3,30,53.1425,52.6309
2,3,30,61.5178,68.724
2,3,30,75.4106,51.7504
2,3,30,80.6613,52.0885
2,3,30,58.838,52.2351
2,3,30,45.5055,51.7532
2,3,30,58.4097,52.347
2,3,30,75.1907,50.9821
2,3,30,39.1321,53.8575
2,3,30,80.4105,49.5898
2,3,30,56.0388,54.1068
2,3,30,71.6973,49.498
2,3,30,51.1631,53.2935
2,3,30,37.1071,51.6354
2,3,30,57.6309,54.2475
2,3,30,50.8869,52.4096
2,3,30,48.101,64.4147
3,3,30,33.4113,67.3932
3,3,30,29.2829,58.246
3,3,30,27.5231,52.8091
3,3,30,26.3588,55.0198
3,3,30,29.3529,52.9003
3,3,30,25.3455,55.3622
3,3,30,26.6584,53.8562
3,3,30,29.828,53.1795
3,3,30,24.7898,53.7372
3,3,30,29.1289,57.6339
3,3,30,27.0445,63.419
3,3,30,27.926,53.1348
3,3,30,27.5113,55.5794
3,3,30,30.8612,53.0296
3,3,30,39.5716,53.505
3,3,30,26.179,52.6882
3,3,30,26.2969,57.1512
3,3,30,27.4712,51.8888
3,3,30,26.0137,55.3686
3,3,30,28.9265,70.0919
3,3,30,29.4958,52.4255
3,3,30,28.347,52.5502
3,3,30,26.7631,55.9864
3,3,30,27.6115,52.1747
3,3,30,26.9732,56.6152
3,3,30,32.4293,52.9913
3,3,30,27.4078,54.6459
3,3,30,27.5491,51.907
3,3,30,26.5944,54.1464
3,3,30,29.6204,52.6296
4,3,30,195.732,54.8172
4,3,30,207.994,53.9956
4,3,30,150.192,52.4848
4,3,30,158.342,54.3008
4,3,30,167.184,54.5829
4,3,30,224.405,54.697
4,3,30,201.48,58.8679
4,3,30,161.672,51.8401
4,3,30,198.531,94.6627
4,3,30,222.224,54.9083
4,3,30,186.857,52.6811
4,3,30,216.912,54.2518
4,3,30,178.723,54.3498
4,3,30,291.952,53.2639
4,3,30,192.668,53.8049
4,3,30,274.797,54.2213
4,3,30,214.791,56.447
4,3,30,232.233,52.0349
4,3,30,192.347,56.0627
4,3,30,199.674,52.091
4,3,30,291.677,55.1263
4,3,30,205.323,51.4374
4,3,30,282.535,55.881
4,3,30,207.898,51.1079
4,3,30,220.872,54.7942
4,3,30,246.535,52.9398
4,3,30,294.672,53.7548
4,3,30,222.198,52.3521
4,3,30,242.734,54.807
4,3,30,187.582,52.9077
5,3,30,359.232,57.5501
5,3,30,370.726,54.7743
5,3,30,345.608,58.8183
5,3,30,407.26,56.3863
5,3,30,267.145,56.7191
5,3,30,344.96,56.4571
5,3,30,266.479,56.907
5,3,30,323.6,56.9221
5,3,30,336.82,57.433
5,3,30,300.226,57.5698
5,3,30,266.276,57.5585
5,3,30,318.428,56.4982
5,3,30,338.245,60.6012
5,3,30,289.009,67.5705
5,3,30,319.773,69.3875
5,3,30,294.277,58.4274
5,3,30,297.242,55.8579
5,3,30,314.324,55.4708
5,3,30,434.589,56.1908
5,3,30,443.066,55.2249
5,3,30,337.07,56.874
5,3,30,262.991,59.3906
5,3,30,278.664,56.3897
5,3,30,280.02,57.896
5,3,30,365.223,54.6973
5,3,30,285.96,58.4733
5,3,30,408.17,55.3793
5,3,30,408.172,56.6442
5,3,30,426.037,55.0175
5,3,30,293.66,59.4239
6,3,30,114973,102.667
6,3,30,474582,97.5899
6,3,30,946619,104.197
6,3,30,352214,100.816
6,3,30,583272,101.222
6,3,30,303152,100.303
6,3,30,437317,100.317
6,3,30,451727,100.307
6,3,30,564014,103.019
6,3,30,112946,101.684
6,3,30,786533,99.924
6,3,30,263486,99.9578
6,3,30,140599,101.386
6,3,30,229240,104.864
6,3,30,280357,101.621
6,3,30,712191,101.022
6,3,30,240666,100.09
6,3,30,377906,103.199
6,3,30,413688,102.6
6,3,30,484222,101.003
6,3,30,589442,100.282
6,3,30,233660,99.7543
6,3,30,326491,101.147
6,3,30,596516,101.504
6,3,30,428331,102.817
6,3,30,749158,102.147
6,3,30,619616,100.12
6,3,30,424803,101.332
6,3,30,289733,99.7595
6,3,30,205997,101.069
7,3,30,1.15061e+009,104.515
7,3,30,1.37824e+009,105.182
7,3,30,2.02717e+009,104.349
7,3,30,5.43094e+008,110.937
7,3,30,1.3694e+009,117.705
7,3,30,1.78239e+009,102.551
7,3,30,1.66719e+009,104.949
7,3,30,1.71937e+009,102.807
7,3,30,1.24731e+009,104.018
7,3,30,1.06974e+009,137.18
7,3,30,1.41019e+009,103.539
7,3,30,1.60444e+009,103.704
7,3,30,8.23388e+008,103.608
7,3,30,1.67999e+009,104.453
7,3,30,1.8591e+009,102.928
7,3,30,1.32302e+009,103.69
7,3,30,1.46875e+009,103.388
7,3,30,1.19617e+009,103.526
7,3,30,1.24458e+009,103.574
7,3,30,1.50217e+009,105.462
7,3,30,1.55555e+009,103.192
7,3,30,1.14611e+009,105.715
7,3,30,2.05569e+009,105.187
7,3,30,1.99333e+009,105.008
7,3,30,1.58718e+009,102.646
7,3,30,1.62321e+009,105.011
7,3,30,1.17161e+009,105.174
7,3,30,1.10162e+009,107.806
7,3,30,1.64402e+009,127.221
7,3,30,1.19181e+009,102.178
8,3,30,55012.8,102.217
8,3,30,133493,106.043
8,3,30,86125.3,106.541
8,3,30,94102.6,102.835
8,3,30,123892,104.168
8,3,30,66385,104.3
8,3,30,129303,105.324
8,3,30,46197.1,134.886
8,3,30,128073,102.923
8,3,30,58414.1,106.226
8,3,30,92327.9,105.085
8,3,30,72968.4,104.305
8,3,30,166974,106.01
8,3,30,103358,103.659
8,3,30,82358.8,106.881
8,3,30,89578.1,113.058
8,3,30,155074,119.7
8,3,30,117189,103.635
8,3,30,98004.3,104.463
8,3,30,47512.9,105.81
8,3,30,103668,105.025
8,3,30,207137,103.624
8,3,30,35276.3,106.266
8,3,30,94859.4,103.976
8,3,30,143203,103.311
8,3,30,87590.3,105.741
8,3,30,108124,104.578
8,3,30,103806,106.565
8,3,30,88138.1,104.393
8,3,30,92369.2,104.998
9,3,30,8.65658e+009,108.377
9,3,30,1.28947e+010,106.516
9,3,30,1.00664e+010,107.873
9,3,30,9.64593e+009,108.058
9,3,30,9.98205e+009,106.753
9,3,30,1.39818e+010,107.043
9,3,30,1.59482e+010,108.63
9,3,30,6.53936e+009,107.061
9,3,30,1.09689e+010,108.789
9,3,30,1.03787e+010,108.561
9,3,30,1.10244e+010,108.702
9,3,30,1.23545e+010,109.483
9,3,30,1.0775e+010,109.448
9,3,30,1.06594e+010,107.823
9,3,30,1.18082e+010,109.105
9,3,30,1.19685e+010,108.034
9,3,30,1.06433e+010,108.189
9,3,30,6.83883e+009,109.723
9,3,30,1.03176e+010,107.694
9,3,30,7.32135e+009,109.059
9,3,30,6.97364e+009,107.392
9,3,30,1.2062e+010,106.204
9,3,30,5.31106e+009,107.928
9,3,30,1.06882e+010,110.201
9,3,30,1.33557e+010,108.508
9,3,30,1.25182e+010,109.178
9,3,30,1.04893e+010,108.346
9,3,30,8.3878e+009,116.94
9,3,30,1.25714e+010,119.508
9,3,30,1.02225e+010,110.606
10,3,30,1.56035e+010,112.041
10,3,30,1.1323e+010,114.49
10,3,30,1.18198e+010,144.295
10,3,30,1.83157e+010,114.813
10,3,30,1.27942e+010,112.345
10,3,30,1.41897e+010,115.447
10,3,30,1.88868e+010,112.745
10,3,30,1.53092e+010,110.615
10,3,30,1.59849e+010,111.884
10,3,30,1.59109e+010,112.896
10,3,30,1.84356e+010,112.316
10,3,30,1.69122e+010,111.816
10,3,30,1.33701e+010,111.509
10,3,30,1.86031e+010,113.893
10,3,30,1.67871e+010,118.227
10,3,30,1.54137e+010,115.495
10,3,30,2.16992e+010,112.286
10,3,30,1.49449e+010,112.121
10,3,30,1.83863e+010,115.005
10,3,30,1.01257e+010,113.544
10,3,30,1.69033e+010,112.25
